Date,Product,Branch,Price,Quantity,Total_Sales,Profit
2025-04-16,Headphones,Mansoura,1082,1,1082,324.59999999999997
2025-06-30,Smartphone,Mansoura,548,5,2740,822.0
2025-07-19,Smartphone,Cairo,693,1,693,207.9
2025-05-27,Headphones,Mansoura,542,4,2168,650.4
2025-10-04,Monitor,Mansoura,970,2,1940,582.0
2025-06-28,Smartphone,Alexandria,128,3,384,115.19999999999999
2025-07-03,Monitor,Alexandria,1075,2,2150,645.0
2025-05-11,Headphones,Cairo,946,5,4730,1419.0
2025-10-18,Tablet,Alexandria,672,5,3360,1008.0
2025-05-12,Monitor,Alexandria,637,3,1911,573.3
2025-04-08,Laptop,Alexandria,718,1,718,215.4
2025-04-03,Laptop,Alexandria,1484,2,2968,890.4
2025-01-30,Tablet,Cairo,1384,3,4152,1245.6
2025-12-18,Monitor,Mansoura,507,3,1521,456.3
2025-06-04,Tablet,Cairo,1026,5,5130,1539.0
2025-12-11,Tablet,Cairo,385,5,1925,577.5
2025-08-25,Headphones,Alexandria,1012,3,3036,910.8
2025-03-03,Tablet,Mansoura,935,1,935,280.5
2025-04-18,Tablet,Mansoura,1445,3,4335,1300.5
2025-04-28,Smartphone,Cairo,1113,3,3339,1001.6999999999999
2025-03-27,Headphones,Cairo,1282,5,6410,1923.0
2025-06-13,Smartphone,Alexandria,351,2,702,210.6
2025-05-11,Tablet,Mansoura,1340,3,4020,1206.0
2025-02-22,Tablet,Cairo,1241,5,6205,1861.5
2025-12-17,Tablet,Mansoura,798,1,798,239.39999999999998
2025-05-09,Laptop,Alexandria,1358,4,5432,1629.6
2025-04-22,Monitor,Mansoura,603,2,1206,361.8
2025-06-06,Tablet,Cairo,395,4,1580,474.0
2025-03-24,Smartphone,Alexandria,888,1,888,266.4
2025-10-19,Tablet,Alexandria,679,5,3395,1018.5
2026-01-01,Tablet,Alexandria,436,2,872,261.59999999999997
2025-06-04,Monitor,Mansoura,484,4,1936,580.8
2025-01-19,Headphones,Mansoura,393,5,1965,589.5
2025-08-12,Headphones,Cairo,252,2,504,151.2
2025-01-24,Tablet,Alexandria,905,5,4525,1357.5
2025-11-08,Headphones,Alexandria,570,4,2280,684.0
2025-03-06,Laptop,Alexandria,270,4,1080,324.0
2025-09-03,Headphones,Cairo,1377,3,4131,1239.3
2025-10-29,Tablet,Mansoura,734,1,734,220.2
2025-03-01,Smartphone,Cairo,925,5,4625,1387.5
2025-10-11,Headphones,Cairo,759,3,2277,683.1
2025-02-02,Laptop,Alexandria,1370,4,5480,1644.0
2025-03-09,Smartphone,Alexandria,371,4,1484,445.2
2025-11-16,Laptop,Mansoura,713,3,2139,641.6999999999999
2025-08-13,Smartphone,Mansoura,559,3,1677,503.09999999999997
2025-01-03,Monitor,Mansoura,1210,5,6050,1815.0
2025-06-02,Laptop,Cairo,1013,3,3039,911.6999999999999
2025-05-29,Smartphone,Cairo,942,5,4710,1413.0
2025-12-12,Laptop,Alexandria,761,5,3805,1141.5
2025-12-15,Monitor,Alexandria,178,4,712,213.6
2025-08-06,Laptop,Mansoura,1414,3,4242,1272.6
2025-04-17,Smartphone,Cairo,1305,5,6525,1957.5
2025-09-02,Monitor,Alexandria,980,2,1960,588.0
2025-05-17,Smartphone,Mansoura,408,4,1632,489.59999999999997
2025-11-17,Headphones,Alexandria,1143,1,1143,342.9
2025-02-14,Smartphone,Cairo,434,3,1302,390.59999999999997
2025-06-26,Laptop,Mansoura,869,3,2607,782.1
2025-06-29,Laptop,Mansoura,1218,3,3654,1096.2
2025-04-25,Tablet,Cairo,601,1,601,180.29999999999998
2025-07-02,Smartphone,Cairo,684,3,2052,615.6
2025-04-02,Tablet,Mansoura,549,4,2196,658.8
2025-11-09,Smartphone,Mansoura,259,3,777,233.1
2025-12-29,Smartphone,Alexandria,1440,3,4320,1296.0
2025-10-27,Monitor,Cairo,1472,4,5888,1766.3999999999999
2025-09-03,Smartphone,Cairo,108,2,216,64.8
2025-09-01,Laptop,Cairo,362,3,1086,325.8
2025-09-19,Laptop,Cairo,1059,5,5295,1588.5
